customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C02264,Female,0,No,Yes,62,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,61.8,3889.07,Yes
C02265,Female,0,No,No,3,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,35.44,78.4,Yes
C02266,Male,0,No,Yes,18,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,54.12,945.3,No
C02267,Female,0,No,No,25,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,65.95,1685.63,Yes
C02268,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,68.62,1392.24,Yes
C02269,Male,0,No,No,58,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,44.61,2583.48,No
C02270,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,63.61,3205.46,Yes
C02271,Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,68.2,691.02,No
C02272,Male,1,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,24.57,480.38,Yes
C02273,Male,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.65,468.92,Yes
C02274,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,18.0,162.98,Yes
C02275,Female,0,No,No,13,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,75.05,1008.2,Yes
C02276,Male,1,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,22.03,1022.56,Yes
C02277,Female,0,No,No,23,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card,46.63,1086.29,No
C02278,Female,0,No,No,50,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer,66.27,3319.03,No
C02279,Male,0,No,No,4,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,61.86,196.63,No
C02280,Male,1,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,18.0,1193.81,No
C02281,Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Mailed check,56.55,3007.92,No
C02282,Male,0,Yes,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.37,73.13,Yes
C02283,Female,0,No,No,68,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,66.72,4526.08,Yes
C02284,Female,0,Yes,No,65,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,67.07,4371.3,No
C02285,Female,0,Yes,No,57,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,No,Electronic check,46.01,2624.75,No
C02286,Female,0,Yes,No,70,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,51.55,3639.91,No
C02287,Male,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card,61.76,443.83,No
C02288,Male,0,Yes,Yes,19,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card,50.98,939.94,No
C02289,Male,0,Yes,Yes,44,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Mailed check,44.96,1963.91,No
C02290,Male,1,Yes,No,63,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,55.04,3468.13,Yes
C02291,Female,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.58,1507.85,No
C02292,Female,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer,70.65,2741.14,Yes
C02293,Male,0,No,Yes,26,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,58.07,1457.84,No
C02294,Female,0,Yes,Yes,44,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,72.88,3219.94,Yes
C02295,Female,0,Yes,No,12,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,60.52,703.57,Yes
C02296,Female,0,Yes,No,22,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card,40.49,852.22,No
C02297,Male,0,Yes,No,14,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,47.65,667.66,Yes
C02298,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,62.48,1903.59,Yes
C02299,Male,0,No,Yes,44,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.51,3261.22,No
C02300,Female,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,65.18,2491.74,Yes
C02301,Male,0,Yes,No,59,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,73.07,4331.59,Yes
C02302,Male,1,Yes,Yes,42,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,44.24,1881.83,No
C02303,Male,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,34.31,1762.15,No
C02304,Male,1,No,Yes,63,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer,46.53,2897.76,Yes
C02305,Male,0,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.25,4316.71,Yes
C02306,Male,1,No,Yes,34,No,No phone service,DSL,No,No,Yes,No,Yes,No,Two year,No,Mailed check,38.24,1323.89,No
C02307,Female,0,No,Yes,39,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,41.03,1620.19,No
C02308,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card,75.32,3059.41,Yes
C02309,Male,0,Yes,No,37,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,44.47,1709.37,Yes
C02310,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,66.62,4298.01,Yes
C02311,Female,0,No,No,32,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card,47.93,1563.74,No
C02312,Female,0,No,Yes,8,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,68.72,595.35,Yes
C02313,Male,0,Yes,Yes,18,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,63.04,1138.01,No
C02314,Male,0,Yes,No,45,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Two year,Yes,Bank transfer,42.91,1907.86,Yes
C02315,Male,0,Yes,No,33,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card,70.64,2308.68,Yes
C02316,Male,0,Yes,Yes,5,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card,45.41,219.19,Yes
C02317,Female,0,Yes,No,36,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card,46.06,1690.59,No
C02318,Male,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card,59.83,1340.09,Yes
C02319,Male,0,No,No,40,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Mailed check,68.59,2688.44,Yes
C02320,Male,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,70.08,361.26,No
C02321,Male,0,No,Yes,34,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,43.55,1498.15,Yes
C02322,Female,0,Yes,No,24,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,73.99,1834.8,Yes
C02323,Female,0,No,Yes,17,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,67.13,1099.74,Yes
C02324,Female,0,Yes,No,71,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,54.57,3870.43,No
C02325,Male,0,Yes,Yes,22,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,42.52,970.3,No
C02326,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,63.18,951.33,No
C02327,Female,0,Yes,Yes,15,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,68.56,1022.54,Yes
C02328,Male,0,No,No,25,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,46.71,1191.45,Yes
C02329,Male,1,No,No,53,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card,57.0,3003.02,No
C02330,Female,0,Yes,No,21,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,44.49,959.83,No
C02331,Female,0,No,No,66,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,70.55,4618.69,Yes
C02332,Female,0,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,75.12,2358.26,No
C02333,Female,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,61.86,1290.85,Yes
C02334,Male,0,No,No,68,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card,63.86,4265.58,Yes
C02335,Male,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.37,986.82,Yes
C02336,Female,0,No,No,66,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer,68.68,4480.9,No
C02337,Male,1,No,No,14,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,61.4,868.07,Yes
C02338,Female,0,No,No,15,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer,40.59,614.41,Yes
C02339,Female,1,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,64.69,1291.76,Yes
C02340,Male,0,No,No,34,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,67.08,2293.81,No
C02341,Female,0,Yes,No,36,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card,57.13,2062.81,No
C02342,Male,0,No,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,26.09,226.02,Yes
C02343,Male,0,No,Yes,71,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Bank transfer,67.89,4875.12,Yes
C02344,Male,0,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Bank transfer,66.7,2012.8,No
C02345,Male,0,Yes,No,63,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,71.66,4537.74,Yes
C02346,Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,64.83,2301.24,No
C02347,Male,1,Yes,No,13,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer,49.76,666.92,No
C02348,Female,0,Yes,Yes,46,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,44.63,2114.86,No
C02349,Female,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer,73.46,4118.74,Yes
C02350,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,70.15,631.14,Yes
C02351,Female,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card,71.4,2550.91,No
C02352,Male,0,Yes,Yes,3,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer,44.56,125.99,No
C02353,Male,0,No,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,71.12,1329.34,No
C02354,Female,1,Yes,No,28,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer,75.0,2120.32,Yes
C02355,Female,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,58.67,1322.04,Yes
C02356,Male,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,62.54,439.99,No
C02357,Female,0,No,Yes,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.0,268.79,No
C02358,Male,0,Yes,No,46,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,57.2,2635.71,No
C02359,Female,0,Yes,Yes,15,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,58.46,850.02,No
C02360,Male,0,No,Yes,67,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,43.88,2960.93,No
C02361,Female,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,No,Bank transfer,57.99,867.29,No
C02362,Female,0,No,Yes,51,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,37.6,1831.42,Yes
C02363,Male,0,No,Yes,8,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,67.25,508.5,No
C02364,Female,0,Yes,No,69,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,65.61,4569.12,No
C02365,Female,0,No,No,62,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer,64.94,4070.81,No
C02366,Male,0,Yes,No,51,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.13,3490.41,Yes
C02367,Female,0,Yes,No,63,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,72.73,4605.51,No
C02368,Male,0,No,No,68,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,66.02,4466.01,Yes
C02369,Male,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Mailed check,52.96,839.56,No
C02370,Female,0,No,Yes,24,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,65.04,1598.02,Yes
C02371,Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card,67.99,420.72,Yes
C02372,Female,0,No,No,57,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,72.93,4158.96,Yes
C02373,Female,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,24.7,760.1,No
C02374,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,27.98,203.11,No
C02375,Female,0,No,No,29,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,68.95,2033.21,No
C02376,Female,0,No,No,67,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,55.43,3733.3,Yes
C02377,Male,0,No,Yes,3,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,70.51,213.52,Yes
C02378,Female,1,Yes,Yes,28,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,36.94,1023.62,No
C02379,Male,0,Yes,No,48,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,46.12,2234.55,Yes
C02380,Female,0,Yes,No,10,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,44.52,412.14,Yes
C02381,Female,0,No,No,33,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,46.29,1500.73,Yes
C02382,Male,0,Yes,Yes,67,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,55.58,3680.33,Yes
C02383,Female,1,No,No,69,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer,68.53,4765.63,Yes
C02384,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,194.38,Yes
C02385,Male,1,Yes,Yes,57,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,41.27,2364.51,No
C02386,Female,1,No,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,18.0,788.23,No
C02387,Female,1,Yes,No,13,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card,46.12,686.49,No
C02388,Female,0,Yes,No,24,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,48.48,1176.78,No
C02389,Male,0,Yes,No,44,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer,70.86,3061.98,No
C02390,Female,0,No,Yes,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer,67.26,3869.08,No
C02391,Female,0,Yes,No,16,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,53.4,842.79,No
C02392,Female,0,No,Yes,21,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,41.6,867.57,Yes
C02393,Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,68.26,3461.08,No
C02394,Male,0,Yes,No,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,53.93,1138.4,Yes
C02395,Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,64.24,3859.88,Yes
C02396,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,68.32,3464.96,Yes
C02397,Female,0,No,No,21,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer,55.01,1139.97,No
C02398,Male,0,Yes,No,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.06,447.4,Yes
C02399,Male,0,No,No,65,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,41.59,2633.07,No
C02400,Female,1,No,No,58,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,71.57,4107.82,Yes
C02401,Male,0,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer,63.52,431.22,No
C02402,Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,1179.83,No
C02403,Male,1,No,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer,68.47,2312.23,No
C02404,Male,0,No,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,65.82,3635.04,No
C02405,Male,1,Yes,No,3,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,45.72,135.47,Yes
C02406,Male,0,Yes,Yes,42,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,63.75,2707.06,Yes
C02407,Female,0,Yes,Yes,62,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer,70.52,4451.42,Yes
C02408,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,54.66,384.72,No
C02409,Male,0,Yes,No,6,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card,68.53,384.57,Yes
C02410,Female,0,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card,32.07,2005.54,No
C02411,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,74.0,1435.86,Yes
C02412,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Credit card,61.78,1272.13,No
C02413,Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,75.44,144.49,Yes
C02414,Male,1,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Electronic check,63.26,3531.55,Yes
C02415,Female,1,Yes,Yes,10,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,55.67,618.34,No
C02416,Female,0,No,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,1374.54,Yes
C02417,Female,0,Yes,No,23,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card,45.57,1046.76,No
C02418,Female,0,No,No,30,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,75.57,2205.2,No
C02419,Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,67.58,2510.39,No
C02420,Female,0,Yes,Yes,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.14,1397.45,Yes
C02421,Male,1,Yes,No,49,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,72.4,3580.68,Yes
C02422,Male,0,No,Yes,34,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,67.14,2274.03,Yes
C02423,Male,0,No,Yes,44,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer,43.42,1868.42,No
C02424,Male,0,No,Yes,22,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card,39.83,813.18,No
C02425,Male,1,No,Yes,31,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,55.65,1695.79,Yes
C02426,Male,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,78.67,557.87,Yes
C02427,Male,0,No,Yes,21,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,60.46,1282.31,No
C02428,Male,0,No,No,16,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,70.72,1116.57,Yes
C02429,Male,0,No,No,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,73.88,1505.37,No
C02430,Male,0,Yes,Yes,43,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card,65.37,2776.84,No
C02431,Female,1,Yes,Yes,44,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Bank transfer,50.5,2134.19,No
C02432,Female,0,No,No,47,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer,46.46,2192.1,Yes
C02433,Female,0,No,Yes,19,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card,45.68,906.62,Yes
C02434,Male,0,Yes,No,48,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,66.5,3230.98,Yes
C02435,Female,0,No,No,69,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,45.27,3084.64,Yes
C02436,Female,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,49.2,524.86,No
C02437,Female,0,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,76.17,2230.64,No
C02438,Male,0,No,Yes,45,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.27,3098.34,Yes
C02439,Male,0,Yes,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer,43.0,2927.16,No
C02440,Male,0,Yes,No,36,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Mailed check,35.24,1247.15,No
C02441,Male,0,Yes,Yes,48,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,46.8,2213.72,Yes
C02442,Female,1,No,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,56.14,815.21,No
C02443,Female,0,No,No,44,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,41.03,1833.99,No
C02444,Female,0,Yes,No,67,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card,61.66,4131.63,No
C02445,Female,0,Yes,Yes,40,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Credit card,60.61,2462.56,Yes
C02446,Male,0,Yes,No,14,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,43.19,620.27,Yes
C02447,Male,0,No,No,63,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,58.51,3734.32,Yes
C02448,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer,58.5,3008.04,No
C02449,Female,0,No,Yes,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,74.05,4317.68,Yes
